,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Function_Code,Function,Amount
30,1100170000000,Alameda County Office of Education,6,102,707,154,90,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5761988.840000003
31,1100170000000,Alameda County Office of Education,6,102,707,154,90,10017,5900,Communications                                                                                                                                                                                                                                            ,2126900.99
32,1100170000000,Alameda County Office of Education,6,102,707,154,90,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248316.29000000004
33,1100170000000,Alameda County Office of Education,6,102,707,154,90,10017,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2607.78
34,1100170000000,Alameda County Office of Education,6,102,707,154,90,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1138122.98
35,1100170000000,Alameda County Office of Education,7,51,898,100,36,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5761988.840000003
36,1100170000000,Alameda County Office of Education,7,51,898,100,36,10017,5900,Communications                                                                                                                                                                                                                                            ,2126900.99
37,1100170000000,Alameda County Office of Education,7,51,898,100,36,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248316.29000000004
38,1100170000000,Alameda County Office of Education,7,51,898,100,36,10017,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2607.78
39,1100170000000,Alameda County Office of Education,7,51,898,100,36,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1138122.98
40,1100170000000,Alameda County Office of Education,9,12,128,12,6,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5761988.840000003
41,1100170000000,Alameda County Office of Education,9,12,128,12,6,10017,5900,Communications                                                                                                                                                                                                                                            ,2126900.99
42,1100170000000,Alameda County Office of Education,9,12,128,12,6,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248316.29000000004
43,1100170000000,Alameda County Office of Education,9,12,128,12,6,10017,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2607.78
44,1100170000000,Alameda County Office of Education,9,12,128,12,6,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1138122.98
45,1611190000000,Alameda Unified,1,3,21,6,4,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
46,1611190000000,Alameda Unified,1,3,21,6,4,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
47,1611190000000,Alameda Unified,1,3,21,6,4,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
48,1611190000000,Alameda Unified,2,325,1506,602,392,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
49,1611190000000,Alameda Unified,2,325,1506,602,392,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
50,1611190000000,Alameda Unified,2,325,1506,602,392,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
51,1611190000000,Alameda Unified,3,7,69,10,4,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
52,1611190000000,Alameda Unified,3,7,69,10,4,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
53,1611190000000,Alameda Unified,3,7,69,10,4,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
54,1611190000000,Alameda Unified,4,84,479,154,60,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
55,1611190000000,Alameda Unified,4,84,479,154,60,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
56,1611190000000,Alameda Unified,4,84,479,154,60,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
57,1611190000000,Alameda Unified,5,144,952,224,84,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
58,1611190000000,Alameda Unified,5,144,952,224,84,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
59,1611190000000,Alameda Unified,5,144,952,224,84,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
60,1611190000000,Alameda Unified,6,114,862,164,30,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
61,1611190000000,Alameda Unified,6,114,862,164,30,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
62,1611190000000,Alameda Unified,6,114,862,164,30,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
63,1611190000000,Alameda Unified,7,264,1480,478,270,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
64,1611190000000,Alameda Unified,7,264,1480,478,270,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
65,1611190000000,Alameda Unified,7,264,1480,478,270,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
66,1611190000000,Alameda Unified,9,11,223,16,8,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2856176.450000001
67,1611190000000,Alameda Unified,9,11,223,16,8,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,692260.61
68,1611190000000,Alameda Unified,9,11,223,16,8,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,469552.67
69,1611270000000,Albany City Unified,2,108,388,214,114,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1058343.9699999995
70,1611270000000,Albany City Unified,2,108,388,214,114,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,408753.7
71,1611270000000,Albany City Unified,2,108,388,214,114,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,15571.05
72,1611270000000,Albany City Unified,2,108,388,214,114,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,328938.8500000001
73,1611270000000,Albany City Unified,2,108,388,214,114,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1161577.9799999995
74,1611270000000,Albany City Unified,2,108,388,214,114,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18015623.83
75,1611270000000,Albany City Unified,3,1,3,1,0,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1058343.9699999995
76,1611270000000,Albany City Unified,3,1,3,1,0,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,408753.7
77,1611270000000,Albany City Unified,3,1,3,1,0,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,15571.05
78,1611270000000,Albany City Unified,3,1,3,1,0,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,328938.8500000001
79,1611270000000,Albany City Unified,3,1,3,1,0,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1161577.9799999995
80,1611270000000,Albany City Unified,3,1,3,1,0,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18015623.83
81,1611270000000,Albany City Unified,4,3,15,6,2,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1058343.9699999995
82,1611270000000,Albany City Unified,4,3,15,6,2,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,408753.7
83,1611270000000,Albany City Unified,4,3,15,6,2,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,15571.05
84,1611270000000,Albany City Unified,4,3,15,6,2,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,328938.8500000001
85,1611270000000,Albany City Unified,4,3,15,6,2,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1161577.9799999995
86,1611270000000,Albany City Unified,4,3,15,6,2,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18015623.83
87,1611270000000,Albany City Unified,5,47,218,92,14,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1058343.9699999995
88,1611270000000,Albany City Unified,5,47,218,92,14,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,408753.7
89,1611270000000,Albany City Unified,5,47,218,92,14,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,15571.05
90,1611270000000,Albany City Unified,5,47,218,92,14,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,328938.8500000001
91,1611270000000,Albany City Unified,5,47,218,92,14,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1161577.9799999995
92,1611270000000,Albany City Unified,5,47,218,92,14,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18015623.83
93,1611270000000,Albany City Unified,6,22,78,38,12,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1058343.9699999995
94,1611270000000,Albany City Unified,6,22,78,38,12,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,408753.7
95,1611270000000,Albany City Unified,6,22,78,38,12,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,15571.05
96,1611270000000,Albany City Unified,6,22,78,38,12,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,328938.8500000001
97,1611270000000,Albany City Unified,6,22,78,38,12,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1161577.9799999995
98,1611270000000,Albany City Unified,6,22,78,38,12,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18015623.83
99,1611270000000,Albany City Unified,7,96,389,196,74,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1058343.9699999995
100,1611270000000,Albany City Unified,7,96,389,196,74,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,408753.7
101,1611270000000,Albany City Unified,7,96,389,196,74,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,15571.05
102,1611270000000,Albany City Unified,7,96,389,196,74,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,328938.8500000001
103,1611270000000,Albany City Unified,7,96,389,196,74,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1161577.9799999995
104,1611270000000,Albany City Unified,7,96,389,196,74,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18015623.83
105,1611270000000,Albany City Unified,9,29,116,58,26,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1058343.9699999995
106,1611270000000,Albany City Unified,9,29,116,58,26,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,408753.7
107,1611270000000,Albany City Unified,9,29,116,58,26,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,15571.05
108,1611270000000,Albany City Unified,9,29,116,58,26,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,328938.8500000001
109,1611270000000,Albany City Unified,9,29,116,58,26,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1161577.9799999995
110,1611270000000,Albany City Unified,9,29,116,58,26,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18015623.83
111,1611430000000,Berkeley Unified,2,87,294,164,82,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7177684.690000005
112,1611430000000,Berkeley Unified,2,87,294,164,82,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,21053.0
113,1611430000000,Berkeley Unified,4,6,24,16,2,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7177684.690000005
114,1611430000000,Berkeley Unified,4,6,24,16,2,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,21053.0
115,1611430000000,Berkeley Unified,5,178,948,322,114,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7177684.690000005
116,1611430000000,Berkeley Unified,5,178,948,322,114,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,21053.0
117,1611430000000,Berkeley Unified,6,227,845,380,70,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7177684.690000005
118,1611430000000,Berkeley Unified,6,227,845,380,70,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,21053.0
119,1611430000000,Berkeley Unified,7,296,1212,572,426,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7177684.690000005
120,1611430000000,Berkeley Unified,7,296,1212,572,426,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,21053.0
121,1611430000000,Berkeley Unified,9,72,320,118,72,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7177684.690000005
122,1611430000000,Berkeley Unified,9,72,320,118,72,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,21053.0
123,1611500000000,Castro Valley Unified,0,7,23,6,4,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3253638.929999999
124,1611500000000,Castro Valley Unified,0,7,23,6,4,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,164034.67
125,1611500000000,Castro Valley Unified,0,7,23,6,4,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,29115614.36
126,1611500000000,Castro Valley Unified,1,2,9,4,2,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3253638.929999999
127,1611500000000,Castro Valley Unified,1,2,9,4,2,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,164034.67
128,1611500000000,Castro Valley Unified,1,2,9,4,2,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,29115614.36
129,1611500000000,Castro Valley Unified,2,171,727,334,264,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3253638.929999999
130,1611500000000,Castro Valley Unified,2,171,727,334,264,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,164034.67
131,1611500000000,Castro Valley Unified,2,171,727,334,264,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,29115614.36
132,1611500000000,Castro Valley Unified,3,4,18,6,4,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3253638.929999999
133,1611500000000,Castro Valley Unified,3,4,18,6,4,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,164034.67
134,1611500000000,Castro Valley Unified,3,4,18,6,4,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,29115614.36
135,1611500000000,Castro Valley Unified,4,27,88,56,36,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3253638.929999999
