CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
6615980000000,Colusa Unified,5,75,277,120,28
6615980000000,Colusa Unified,7,26,160,54,30
6616060000000,Maxwell Unified,5,14,49,26,8
6616060000000,Maxwell Unified,7,9,49,18,2
6616060000000,Maxwell Unified,9,1,2,2,0
6616140000000,Pierce Joint Unified,3,1,2,1,0
6616140000000,Pierce Joint Unified,4,1,2,2,0
6616140000000,Pierce Joint Unified,5,61,321,114,30
6616140000000,Pierce Joint Unified,7,24,103,48,12
6616220000000,Williams Unified,2,4,15,8,4
6616220000000,Williams Unified,5,84,810,160,38
6616220000000,Williams Unified,7,13,59,26,8
7100740000000,Contra Costa County Office of Education,0,2,33,4,4
7100740000000,Contra Costa County Office of Education,1,3,16,2,2
7100740000000,Contra Costa County Office of Education,2,28,171,50,42
7100740000000,Contra Costa County Office of Education,3,6,28,12,2
7100740000000,Contra Costa County Office of Education,4,22,127,38,26
7100740000000,Contra Costa County Office of Education,5,171,1560,286,148
7100740000000,Contra Costa County Office of Education,6,81,373,112,32
7100740000000,Contra Costa County Office of Education,7,295,1251,534,306
7100740000000,Contra Costa County Office of Education,9,11,137,24,6
7616300000000,Acalanes Union High,0,5,42,8,8
7616300000000,Acalanes Union High,1,2,9,4,2
7616300000000,Acalanes Union High,2,175,688,342,272
7616300000000,Acalanes Union High,3,2,17,4,4
7616300000000,Acalanes Union High,4,22,106,44,30
7616300000000,Acalanes Union High,5,121,461,230,142
7616300000000,Acalanes Union High,6,15,81,28,16
7616300000000,Acalanes Union High,7,839,3664,1626,1232
7616300000000,Acalanes Union High,9,70,334,142,112
7616480000000,Antioch Unified,0,0,1,4,0
7616480000000,Antioch Unified,1,15,71,34,6
7616480000000,Antioch Unified,2,73,534,146,92
7616480000000,Antioch Unified,3,16,96,18,4
7616480000000,Antioch Unified,4,104,536,210,118
7616480000000,Antioch Unified,5,596,3335,1042,296
7616480000000,Antioch Unified,6,433,2621,640,106
7616480000000,Antioch Unified,7,365,1816,624,246
7616480000000,Antioch Unified,9,79,474,126,48
7616630000000,Byron Union Elementary,2,2,12,4,2
7616630000000,Byron Union Elementary,5,27,104,36,2
7616630000000,Byron Union Elementary,7,15,230,30,18
7616630000000,Byron Union Elementary,9,2,10,4,2
7616970000000,John Swett Unified,1,0,1,1,0
7616970000000,John Swett Unified,2,7,66,18,2
7616970000000,John Swett Unified,3,2,6,4,0
7616970000000,John Swett Unified,4,13,64,26,12
7616970000000,John Swett Unified,5,37,171,72,10
7616970000000,John Swett Unified,6,23,108,46,6
7616970000000,John Swett Unified,7,26,118,44,4
7616970000000,John Swett Unified,9,10,49,20,10
7617210000000,Liberty Union High,0,1,7,2,0
7617210000000,Liberty Union High,1,14,43,16,10
7617210000000,Liberty Union High,2,56,244,106,80
7617210000000,Liberty Union High,3,14,53,28,2
7617210000000,Liberty Union High,4,88,383,154,104
7617210000000,Liberty Union High,5,691,2689,1196,432
7617210000000,Liberty Union High,6,189,747,292,104
7617210000000,Liberty Union High,7,968,3601,1682,830
7617210000000,Liberty Union High,9,85,320,142,66
7617390000000,Martinez Unified,1,3,7,2,0
7617390000000,Martinez Unified,2,12,47,24,20
7617390000000,Martinez Unified,3,3,8,4,0
7617390000000,Martinez Unified,4,11,41,22,14
7617390000000,Martinez Unified,5,79,346,140,48
7617390000000,Martinez Unified,6,8,37,10,4
7617390000000,Martinez Unified,7,192,720,366,170
7617390000000,Martinez Unified,9,33,131,58,32
7617540000000,Mt. Diablo Unified,0,21,101,28,6
7617540000000,Mt. Diablo Unified,1,15,46,18,2
7617540000000,Mt. Diablo Unified,2,188,771,376,204
7617540000000,Mt. Diablo Unified,3,24,95,40,12
7617540000000,Mt. Diablo Unified,4,110,531,208,74
7617540000000,Mt. Diablo Unified,5,795,3597,1302,232
7617540000000,Mt. Diablo Unified,6,105,493,160,24
7617540000000,Mt. Diablo Unified,7,947,3387,1716,708
7617540000000,Mt. Diablo Unified,9,31,187,60,12
7617880000000,Pittsburg Unified,0,1,19,2,0
7617880000000,Pittsburg Unified,1,3,14,8,0
7617880000000,Pittsburg Unified,2,23,143,44,20
7617880000000,Pittsburg Unified,3,17,67,38,16
7617880000000,Pittsburg Unified,4,58,295,114,74
7617880000000,Pittsburg Unified,5,394,2770,794,256
7617880000000,Pittsburg Unified,6,157,1026,278,82
7617880000000,Pittsburg Unified,7,57,282,98,34
7617880000000,Pittsburg Unified,9,9,95,28,0
7617960000000,West Contra Costa Unified,1,5,14,2,0
7617960000000,West Contra Costa Unified,2,223,920,456,250
7617960000000,West Contra Costa Unified,3,25,70,36,10
7617960000000,West Contra Costa Unified,4,146,597,278,164
7617960000000,West Contra Costa Unified,5,1089,5012,1856,740
7617960000000,West Contra Costa Unified,6,398,1956,692,198
7617960000000,West Contra Costa Unified,7,197,808,356,170
7617960000000,West Contra Costa Unified,9,13,81,22,12
7618040000000,San Ramon Valley Unified,1,6,31,12,8
7618040000000,San Ramon Valley Unified,2,632,6800,1258,1044
7618040000000,San Ramon Valley Unified,3,9,27,18,4
7618040000000,San Ramon Valley Unified,4,80,741,160,106
7618040000000,San Ramon Valley Unified,5,207,1241,406,266
7618040000000,San Ramon Valley Unified,6,49,315,98,42
7618040000000,San Ramon Valley Unified,7,1342,6165,2658,1890
7618040000000,San Ramon Valley Unified,9,116,1003,228,142
8100820000000,Del Norte County Office of Education,0,0,1,2,0
8100820000000,Del Norte County Office of Education,1,30,117,40,0
8100820000000,Del Norte County Office of Education,2,6,10,12,0
8100820000000,Del Norte County Office of Education,5,18,77,38,0
8100820000000,Del Norte County Office of Education,6,3,8,8,0
8100820000000,Del Norte County Office of Education,7,78,388,134,0
8100820000000,Del Norte County Office of Education,9,5,14,6,0
8618200000000,Del Norte County Unified,1,29,114,44,8
8618200000000,Del Norte County Unified,2,21,81,38,18
8618200000000,Del Norte County Unified,4,2,8,4,4
8618200000000,Del Norte County Unified,5,48,200,80,22
8618200000000,Del Norte County Unified,6,2,8,4,2
8618200000000,Del Norte County Unified,7,154,552,254,54
8618200000000,Del Norte County Unified,9,1,12,2,2
9100900000000,El Dorado County Office of Education,1,3,15,2,0
9100900000000,El Dorado County Office of Education,3,0,2,2,0
9100900000000,El Dorado County Office of Education,5,52,188,102,0
9100900000000,El Dorado County Office of Education,6,15,49,30,0
9100900000000,El Dorado County Office of Education,7,73,522,116,0
9100900000000,El Dorado County Office of Education,9,10,45,14,0
9618530000000,El Dorado Union High,1,14,60,30,6
9618530000000,El Dorado Union High,2,60,257,110,76
9618530000000,El Dorado Union High,3,3,18,6,2
9618530000000,El Dorado Union High,4,12,65,24,14
9618530000000,El Dorado Union High,5,205,908,400,128
9618530000000,El Dorado Union High,6,27,81,58,30
9618530000000,El Dorado Union High,7,1292,5070,2482,1314
9618530000000,El Dorado Union High,9,70,343,136,80
9619030000000,Lake Tahoe Unified,0,1,13,4,0
9619030000000,Lake Tahoe Unified,1,1,11,4,0
9619030000000,Lake Tahoe Unified,2,5,24,8,8
9619030000000,Lake Tahoe Unified,4,10,50,18,4
9619030000000,Lake Tahoe Unified,5,112,464,208,38
9619030000000,Lake Tahoe Unified,6,4,19,8,2
9619030000000,Lake Tahoe Unified,7,141,902,266,132
9619030000000,Lake Tahoe Unified,9,3,22,6,4
9737830000000,Black Oak Mine Unified,1,3,16,4,0
9737830000000,Black Oak Mine Unified,4,1,2,1,0
9737830000000,Black Oak Mine Unified,5,8,72,14,4
9737830000000,Black Oak Mine Unified,7,108,643,204,44
9737830000000,Black Oak Mine Unified,9,1,5,2,0
10101100000000,Fresno County Office of Education,0,6,44,6,4
10101100000000,Fresno County Office of Education,2,34,130,36,0
10101100000000,Fresno County Office of Education,3,1,10,2,0
10101100000000,Fresno County Office of Education,5,295,1517,170,18
10101100000000,Fresno County Office of Education,6,55,325,24,8
10101100000000,Fresno County Office of Education,7,68,304,48,10
10101100000000,Fresno County Office of Education,9,3,28,2,0
10621200000000,Clovis Unified,1,29,294,46,30
10621200000000,Clovis Unified,2,394,5257,748,558
10621200000000,Clovis Unified,3,13,111,24,18
10621200000000,Clovis Unified,4,68,853,130,114
10621200000000,Clovis Unified,5,996,14372,1718,910
10621200000000,Clovis Unified,6,103,1313,182,104
10621200000000,Clovis Unified,7,1437,17709,2606,1694
10621200000000,Clovis Unified,9,62,1233,122,78
10621300000000,Coalinga-Huron Unified,0,1,61,4,0
10621300000000,Coalinga-Huron Unified,2,5,78,10,6
10621300000000,Coalinga-Huron Unified,3,1,3,2,2
10621300000000,Coalinga-Huron Unified,4,1,20,2,0
10621300000000,Coalinga-Huron Unified,5,269,3666,446,80
10621300000000,Coalinga-Huron Unified,6,1,44,2,2
10621300000000,Coalinga-Huron Unified,7,38,461,64,22
10621600000000,Fowler Unified,2,17,229,32,26
10621600000000,Fowler Unified,5,144,1946,258,114
10621600000000,Fowler Unified,6,3,22,6,0
10621600000000,Fowler Unified,7,22,253,42,24
10621700000000,Fresno Unified,1,32,455,52,10
10621700000000,Fresno Unified,2,688,8170,1278,804
10621700000000,Fresno Unified,3,9,224,22,10
10621700000000,Fresno Unified,4,34,309,66,48
10621700000000,Fresno Unified,5,3077,48904,5006,1852
10621700000000,Fresno Unified,6,553,6562,854,290
10621700000000,Fresno Unified,7,623,7924,1054,624
10621700000000,Fresno Unified,9,39,973,54,26
10622600000000,Kingsburg Joint Union High,1,0,5,2,2
10622600000000,Kingsburg Joint Union High,2,11,39,22,18
10622600000000,Kingsburg Joint Union High,4,1,2,2,2
10622600000000,Kingsburg Joint Union High,5,166,725,270,72
10622600000000,Kingsburg Joint Union High,7,102,410,190,100
10622600000000,Kingsburg Joint Union High,9,13,35,20,8
10622700000000,Kings Canyon Joint Unified,0,4,31,8,4
10622700000000,Kings Canyon Joint Unified,1,5,29,8,4
10622700000000,Kings Canyon Joint Unified,2,9,111,16,8
10622700000000,Kings Canyon Joint Unified,4,9,47,18,4
10622700000000,Kings Canyon Joint Unified,5,624,8486,996,344
10622700000000,Kings Canyon Joint Unified,6,3,17,4,2
10622700000000,Kings Canyon Joint Unified,7,94,949,150,72
10622700000000,Kings Canyon Joint Unified,9,6,103,8,6
10622800000000,Laton Joint Unified,1,1,1,1,1
10622800000000,Laton Joint Unified,2,1,2,1,0
10622800000000,Laton Joint Unified,5,36,547,52,22
10622800000000,Laton Joint Unified,7,9,104,18,10
10623300000000,Orange Center,7,8,371,8,0
10623600000000,Pacific Union Elementary,2,0,12,4,2
10623600000000,Pacific Union Elementary,5,0,325,396,140
10623600000000,Parlier Unified,2,3,16,4,2
10623600000000,Parlier Unified,5,221,3375,396,140
10623800000000,Raisin City Elementary,0,1,3,1,0
10623800000000,Raisin City Elementary,2,13,19,4,0
10623800000000,Raisin City Elementary,5,220,714,100,0
10623800000000,Raisin City Elementary,6,25,44,20,0
10623800000000,Raisin City Elementary,7,29,92,20,0
10624100000000,Sanger Unified,0,1,101,2,2
10624100000000,Sanger Unified,2,61,1137,118,88
10624100000000,Sanger Unified,3,2,18,4,4
10624100000000,Sanger Unified,4,3,63,6,6
10624100000000,Sanger Unified,5,539,7796,1002,440
10624100000000,Sanger Unified,6,9,172,16,8
10624100000000,Sanger Unified,7,92,1662,174,88
10624100000000,Sanger Unified,9,7,227,10,6
10624300000000,Selma Unified,1,1,14,2,0
10624300000000,Selma Unified,2,15,251,30,22
10624300000000,Selma Unified,3,2,6,4,4
10624300000000,Selma Unified,4,2,11,4,2
10624300000000,Selma Unified,5,370,5750,688,214
10624300000000,Selma Unified,6,6,25,10,6
10624300000000,Selma Unified,7,31,372,58,26
10625400000000,West Park Elementary,0,1,3,2,2
10625400000000,West Park Elementary,1,2,3,4,4
10625400000000,West Park Elementary,2,2,38,4,4
10625400000000,West Park Elementary,5,84,530,148,144
10625400000000,West Park Elementary,6,5,17,12,12
10625400000000,West Park Elementary,7,13,65,22,22
10625500000000,Westside Elementary,1,4,19,4,0
10625500000000,Westside Elementary,2,13,24,8,0
10625500000000,Westside Elementary,5,185,610,108,0
10625500000000,Westside Elementary,6,18,33,6,0
10625500000000,Westside Elementary,7,84,159,36,0
10738100000000,Firebaugh-Las Deltas Unified,5,158,2172,302,88
10738100000000,Firebaugh-Las Deltas Unified,6,1,8,2,0
10738100000000,Firebaugh-Las Deltas Unified,7,15,113,28,12
10739700000000,Central Unified,1,5,101,8,4
10739700000000,Central Unified,2,149,1951,260,154
10739700000000,Central Unified,3,3,35,8,2
10739700000000,Central Unified,4,12,181,24,16
10739700000000,Central Unified,5,563,8796,964,314
10739700000000,Central Unified,6,116,1509,182,66
10739700000000,Central Unified,7,208,2713,366,160
10739700000000,Central Unified,9,9,230,16,6
10740000000000,Kerman Unified,1,3,26,4,2
10740000000000,Kerman Unified,2,21,247,42,20
10740000000000,Kerman Unified,5,258,4178,448,124
10740000000000,Kerman Unified,7,30,496,52,24
10751300000000,Mendota Unified,0,1,13,2,0
10751300000000,Mendota Unified,2,1,2,2,2
10751300000000,Mendota Unified,5,186,3083,306,88
10751300000000,Mendota Unified,7,4,45,8,6
10752300000000,Golden Plains Unified,0,2,27,2,0
10752300000000,Golden Plains Unified,2,1,6,2,0
10752300000000,Golden Plains Unified,5,119,1788,204,10
10752800000000,Sierra Unified,1,21,197,38,0
10752800000000,Sierra Unified,2,2,12,2,2
10752800000000,Sierra Unified,4,1,9,2,0
10752800000000,Sierra Unified,5,21,179,32,10
10752800000000,Sierra Unified,6,5,17,6,6
10752800000000,Sierra Unified,7,97,882,172,82
10752800000000,Sierra Unified,9,1,13,2,0
10754100000000,Riverdale Joint Unified,1,1,5,2,0
10754100000000,Riverdale Joint Unified,5,111,1342,206,102
10754100000000,Riverdale Joint Unified,7,17,232,34,20
10756000000000,Caruthers Unified,2,10,89,18,8
10756000000000,Caruthers Unified,5,113,1170,218,94
10756000000000,Caruthers Unified,7,26,151,52,26
10756000000000,Caruthers Unified,9,1,8,2,0
10767800000000,Washington Unified,1,1,49,2,0
10767800000000,Washington Unified,2,34,228,58,36
10767800000000,Washington Unified,4,1,4,2,0
10767800000000,Washington Unified,5,268,2139,374,116
10767800000000,Washington Unified,6,52,335,64,10
10767800000000,Washington Unified,7,27,221,50,16
10767800000000,Washington Unified,9,3,12,2,0
11101200000000,Glenn County Office of Education,0,6,12,8,4
11101200000000,Glenn County Office of Education,1,4,11,2,0
11101200000000,Glenn County Office of Education,2,6,7,6,6
11101200000000,Glenn County Office of Education,3,2,2,2,2
11101200000000,Glenn County Office of Education,5,50,159,90,30
11101200000000,Glenn County Office of Education,6,36,36,42,28
11101200000000,Glenn County Office of Education,7,30,199,44,8
11101200000000,Glenn County Office of Education,9,5,9,8,0
11626500000000,Princeton Joint Unified,5,11,96,22,4
11626500000000,Princeton Joint Unified,7,8,75,26,6
11626500000000,Stony Creek Joint Unified,5,1,6,22,4
11626500000000,Stony Creek Joint Unified,6,1,1,1,0
11626500000000,Stony Creek Joint Unified,7,5,42,26,6
11626500000000,Stony Creek Joint Unified,9,2,9,4,0
11626600000000,Willows Unified,1,3,40,6,0
